Gene	logFC	logCPM	LR	PValue	FDR
ZFR	-0.0968419848650864	7.47804459616267	2.90744291237797	0.0881715706715361	0.369344342672537
CUL7	0.209458364496206	4.9526426622126	2.90699652815448	0.0881959816527005	0.369344342672537
SLC7A2	-0.306010656718418	4.41864747742165	2.90679076828434	0.08820723630899	0.369344342672537
CIR1	0.102446061514692	6.63946706286209	2.90451325803303	0.0883319156034083	0.369769095376371
TMED9	-0.0923745242377421	7.52413059272219	2.90417535825748	0.0883504297443993	0.369769095376371
CCDC9B	0.121911753983526	6.14278615263192	2.90371914932729	0.0883754329305404	0.369786361461311
DNPEP	-0.158964143344382	5.51884567782502	2.90146128273432	0.0884992915030317	0.36999187139879
ACVR2B	0.0850971257149917	7.05963792732611	2.90143269636877	0.0885008608554468	0.36999187139879
ABHD3	-0.300442349026533	4.40182016426857	2.90130636473481	0.0885077966507579	0.36999187139879
CTDP1	0.191351860661663	5.056820502442	2.90130074512314	0.088508105189514	0.36999187139879
ZFP90	-0.139548127653037	5.53295582516313	2.8994144049235	0.0886117385787742	0.370254638567888
DLX1	-0.343780639573809	4.3215826572577	2.89911487422233	0.0886282065524133	0.370254638567888
TMPRSS12	-0.265223975473193	4.50903099473285	2.89901540736787	0.0886336758992686	0.370254638567888
MYBL1	-0.373218587471115	4.21803491673423	2.89827967808264	0.0886741425342614	0.370336338733044
FAM161B	0.144253206674382	5.52626724862015	2.89691165426734	0.0887494399281325	0.370516584179356
TCAF2	0.202625332523472	4.92077570938909	2.89645386008146	0.0887746528515537	0.370516584179356
CTTN	-0.0572189739005378	8.80213445796407	2.89635574061492	0.0887800577719731	0.370516584179356
CDCA4	-0.311258470341131	4.41946060767875	2.89524989514496	0.088840998050515	0.370683570664481
RAB35	-0.220964292987578	4.79781105342478	2.8935094148286	0.0889370032833509	0.370996750389711
ZC2HC1A	0.154801888186131	5.52717434903064	2.89160345777907	0.0890422652886076	0.371348387754136
SPINT2	0.184243928330764	5.4859617486662	2.89082242176346	0.0890854392779449	0.371440984108042
MAPK11	0.237390966465077	4.84773913278648	2.89013586730738	0.0891234092754944	0.371494988690248
CHSY1	-0.212903732915409	4.84627944099907	2.88963424515759	0.0891511626580447	0.371494988690248
WBP2	0.107637966916135	6.50965286162605	2.88945080592475	0.0891613141893769	0.371494988690248
NIP7	-0.14646946539267	5.70614061823076	2.88868071623693	0.0892039446481634	0.371585199343431
ZNF169	0.159658797573093	5.29340272006149	2.88823943158934	0.0892283831492912	0.371599605534975
DEFB133	-0.3567217928847	4.18395698649389	2.88740467859461	0.0892746319262103	0.371704814451584
DKC1	-0.135929098076001	5.91910893221395	2.88563889654512	0.0893725492489082	0.371840169875278
ZFP82	-0.178831647568098	5.09672910868856	2.88561366774809	0.0893739490965842	0.371840169875278
CCDC102A	0.214043347141276	4.85497459342473	2.88533111043245	0.0893896287259622	0.371840169875278
CCDC137	-0.131970697250947	5.89702834860189	2.88530431487891	0.0893911158157708	0.371840169875278
TIMM44	-0.119555872026736	6.34028625343201	2.88424091282656	0.0894501537786157	0.371998385472374
FAM92B	0.245047822328603	4.72828004242922	2.88133739638545	0.08961156669443	0.372381749053783
CAPN9	0.378783879892442	4.31537493544653	2.88107782210318	0.0896260123803726	0.372381749053783
LCTL	0.157612887548113	5.41446776632285	2.88074008944415	0.0896448114747492	0.372381749053783
CCDC25	0.0958577139703972	6.60733658389216	2.88060567583921	0.0896522944817961	0.372381749053783
NR4A3	0.292635052206002	4.59575248311571	2.8803815015429	0.0896647761084979	0.372381749053783
EGR3	-0.357350961559591	4.1982244582109	2.88031494235611	0.0896684823686982	0.372381749053783
CNOT7	0.13615973422568	10.7644671772632	2.87972633788456	0.089701265262746	0.372391763106866
C1orf87	-0.250762464386223	4.12565638078891	2.87951671803511	0.0897129433817185	0.372391763106866
ZNF334	-0.316642163012963	4.33184458193724	2.87676049087446	0.0898666488913363	0.372942381715874
RWDD1	-0.0814953779749911	7.36537047230046	2.87570345236043	0.0899256721381502	0.372980971395956
TMPRSS13	-0.348677135302442	4.16503666789421	2.87535821006088	0.089944958995444	0.372980971395956
CBWD3	-0.0804335591086193	7.28128764545325	2.87527578603709	0.0899495642523147	0.372980971395956
FXYD5	-0.36797608141765	4.17844399731437	2.87490067666513	0.089970525875839	0.372980971395956
AC073610.3	0.36339386346616	4.24322482656654	2.87470901588424	0.0899812381873826	0.372980971395956
PARD6A	0.248619247978541	4.66347312768029	2.87408523718949	0.0900161120310434	0.373038225618587
SDHAF4	0.140575290456629	5.57657015694535	2.87356389860275	0.0900452699642098	0.373071771135926
ARSB	0.161569402391763	5.45627119487593	2.87170843857399	0.0901491271069859	0.373380901721699
DCLRE1A	0.366003203042781	4.37039848053076	2.87147784068549	0.0901620436237412	0.373380901721699
B3GNT2	-0.337725622599497	4.31245901135952	2.87059347495892	0.0902115983648268	0.373498791546941
SSUH2	0.370487907574941	4.25246009082757	2.8698757433236	0.0902518376201447	0.373578066821221
ZNF778	-0.147312514776164	5.36789121602524	2.86780010723965	0.0903683167375276	0.373943322736756
METTL27	0.32057082721345	4.14645266336397	2.86755105593258	0.0903823037847816	0.373943322736756
DPYSL5	-0.133290462792667	5.59999055884612	2.86598549983523	0.0904702812825206	0.374219902399814
COLGALT1	-0.128958191611002	5.82395583830032	2.86539465983611	0.0905035080929371	0.374250066555944
NAALAD2	0.390651713796101	4.18003850268659	2.86510445311643	0.0905198331710516	0.374250066555944
RAB33A	0.388862010554855	4.18089904066724	2.86416360252824	0.0905727810766832	0.37438158656481
ATP9A	0.195761055613993	4.99150457015243	2.86340976517943	0.0906152287619094	0.3744696527837
PSEN2	-0.248226868739047	4.60949158001242	2.86283804679533	0.090647435941736	0.374478534290668
RLIM	-0.155861469942343	5.32518124160935	2.86262105471394	0.090659663224841	0.374478534290668
ADAP2	0.337719838430658	4.36502131421143	2.86109571153077	0.0907456653002045	0.374687152898761
SF3A3	-0.0875201642349447	6.83577436907573	2.86042308811346	0.090783617362106	0.374687152898761
SVBP	0.115065548727268	6.08914934701805	2.86023465807523	0.0907942524159823	0.374687152898761
MSL3	0.132595654425714	5.59648184243595	2.85987148253008	0.0908147539795936	0.374687152898761
SF3B5	-0.071264675652058	8.40959434253402	2.85974347200522	0.0908219814786266	0.374687152898761
TMEM105	0.245086781674754	4.72850595228249	2.85947581528791	0.0908370954464364	0.374687152898761
ANTXR1	0.131880548675613	5.9997264556561	2.85824189563749	0.0909068074059956	0.374887397619323
DLG3	0.191752231412054	5.14528158520732	2.85751855790215	0.0909477003497149	0.37496873105078
RPS19BP1	-0.106234772935079	6.6355506896119	2.85690780053642	0.0909822442603563	0.375023856257722
SHISA9	-0.142374228584213	5.75265286726771	2.85573327174524	0.0910487146387299	0.375147288353407
GLIS3	-0.111402157676122	6.43938845790325	2.85489210380962	0.0910963514488313	0.375147288353407
NBPF3	0.250965876459601	4.63368157219762	2.8543133776173	0.0911291414369228	0.375147288353407
CELA3B	0.353332104144511	4.26891933952803	2.85424198305986	0.0911331874616983	0.375147288353407
CLEC9A	-0.250281783663281	4.12620081302926	2.85418909156461	0.091136185019033	0.375147288353407
EPC1	0.0896532230414187	6.63948933394913	2.8541346280399	0.0911392717809796	0.375147288353407
ATP13A4	0.404666224343843	4.16367834120424	2.85231244083685	0.0912426110944774	0.375485392124857
IL19	-0.298972470199145	4.39322400725151	2.85135435757053	0.0912969966413075	0.37558077307586
AL049697.1	0.251508866740365	4.80407906376757	2.85079452032056	0.0913287920662858	0.37558077307586
FBLN7	0.252580246265582	4.64147320361412	2.85067116427899	0.091335799571985	0.37558077307586
LRRC23	0.175928242243314	5.5373429583541	2.85017653262548	0.091363904053499	0.37558077307586
ZYG11B	-0.113575347275987	6.12659665627516	2.85003736765645	0.091371812962053	0.37558077307586
ZNF286B	0.155271481520137	5.44692116741183	2.84869051897897	0.0914483943804912	0.375808343681499
PYCARD	-0.36365910248218	4.16650920914922	2.84568891058055	0.0916193158381924	0.37642341037487
GDPGP1	0.0691197408244918	7.79525727760685	2.84394538294902	0.0917187573128303	0.376424496367769
FBXO3	0.141336269216902	5.65004056940256	2.84354513544093	0.0917416018267691	0.376424496367769
KHSRP	-0.162993384747165	5.45210227232385	2.84249019343031	0.0918018432803972	0.376424496367769
AGAP6	-0.207000805132236	4.91404934533693	2.84247753203408	0.0918025665581947	0.376424496367769
TENM1	0.330109059355542	4.15383112416055	2.84240151499714	0.0918069091347807	0.376424496367769
GYPE	0.330107498573975	4.15323140578022	2.84239403855668	0.0918073362486579	0.376424496367769
DCAF4L2	0.330105909816649	4.15258102627492	2.84238649765476	0.091807767047275	0.376424496367769
ZNF106	-0.104268879767606	7.41097396256045	2.84198066056922	0.0918309550537188	0.376424496367769
SHISA7	-0.235562588443448	4.12541040973512	2.84188601290833	0.0918363637802651	0.376424496367769
GRB2	-0.0937716358923491	6.60225252703657	2.84181052083898	0.0918406780912089	0.376424496367769
C2orf73	0.324340318613833	4.36378539129852	2.84158867288778	0.0918533577970584	0.376424496367769
EEF1AKMT1	0.109438692705815	6.35412135942827	2.84077378622982	0.0918999489165509	0.376528312563023
NPIPA5	0.335095921764346	4.31519179688132	2.83773737218479	0.0920737819803785	0.377013757261405
PPP2R5A	-0.201898550491511	4.89185251145115	2.83770296799355	0.0920757536472065	0.377013757261405
TRAPPC2L	-0.0932477363211934	7.79943355375796	2.83727433619356	0.0921003219161084	0.377013757261405
RPL37A	-0.12939723021551	11.3575835778883	2.83721758322059	0.0921035754104618	0.377013757261405
GAREM2	0.142579181798568	5.65372756040134	2.83638332214525	0.0921514157516225	0.377057819304431
AL049650.1	-0.334901995712431	4.15317828413835	2.83628743301632	0.0921569162019467	0.377057819304431
ABHD4	0.0889012674137803	7.3118215699153	2.83538110258917	0.0922089233002952	0.377140538995416
CANX	-0.125575498309847	8.41835372931115	2.83519302370433	0.0922197196470837	0.377140538995416
KIAA1217	-0.203361528170684	4.81371293083843	2.83445211839745	0.0922622634135083	0.377211627379422
LSR	0.313073078822542	4.3787851022453	2.83414862903044	0.0922796963321498	0.377211627379422
CYB5D1	0.13967614049573	5.78690502438284	2.83208876503875	0.0923981128696295	0.377608531413677
SMURF2	-0.136337238767025	5.64797380793609	2.83097564452191	0.0924621721575067	0.377783158766726
EPHA5	-0.404896851504366	4.19665551060845	2.83023595459653	0.0925047674729628	0.377870028016863
IRS1	-0.470836491986594	4.33317192850904	2.82940744215472	0.0925525029862256	0.377977849410198
SCAMP2	-0.139976758682425	6.05561900490467	2.82892609474862	0.092580248557532	0.378004002409176
CPNE7	-0.342113762294001	4.1544425143941	2.82852342482892	0.0926034659868746	0.378011659267003
YWHAB	-0.063553826512367	8.54609315795531	2.82773936502281	0.0926486920246906	0.378061605510583
KPNA3	-0.117199327465948	6.10150317030134	2.82757126525115	0.0926583914589793	0.378061605510583
EPOP	-0.353503453590746	4.28874583647686	2.82593853846856	0.0927526579851178	0.378359069146109
THEMIS2	-0.396292702350455	4.20592545471941	2.82425561939681	0.0928499314981006	0.378602610606639
SIM1	0.32968085557256	4.15199106399711	2.82416604901043	0.0928551118154495	0.378602610606639
AC118549.1	-0.156365972326144	5.33694232247378	2.82267726125866	0.0929412621128054	0.378765659328528
SNX25	-0.385483844449892	4.22687245023727	2.82247477936963	0.0929529856544676	0.378765659328528
STRN	-0.290517681110671	4.46675695916488	2.82236651380657	0.092959254804715	0.378765659328528
MRPL38	0.171336672593221	5.26882914538835	2.8203895086184	0.0930738147565195	0.379120618885114
HDLBP	-0.0744241083099844	7.76476533583449	2.8201245309441	0.0930891808678502	0.379120618885114
REX1BD	-0.0928710040486344	6.5685632765001	2.81849735938482	0.093183601380436	0.379417919000065
PYGO1	-0.226924647549349	4.76163030871268	2.81806395428498	0.0932087683020307	0.379433165747085
STX17	0.16613226093465	5.29703005241729	2.81659455571742	0.0932941481979963	0.379693463438169
STARD9	-0.123029746398469	5.79762320557658	2.81583808494622	0.0933381363395681	0.379721964819406
KMT2E	0.0922737362004449	6.86520215181836	2.8156760570248	0.093347561059553	0.379721964819406
POLR1A	-0.119789348884299	5.97019823546813	2.81536826550536	0.0933654672983577	0.379721964819406
OSTF1	0.0644699664946464	7.92767213637671	2.81465235540577	0.0934071309031278	0.379804201688751
NUDCD3	-0.118728988020317	5.80251969687504	2.81385949154429	0.0934532965570402	0.379904702460017
CTSV	-0.220106463370793	4.96232862799711	2.81177315505568	0.0935748951276571	0.380311735314608
KCTD2	0.217320674341912	4.81149224012641	2.81009785083251	0.093672661937955	0.380621745410658
PCID2	-0.136572988034842	5.6434101499889	2.80947779716371	0.0937088749721087	0.380681558143575
TEX19	-0.232574904042172	4.1269748715429	2.80765019158416	0.0938157013463312	0.381028136263751
CTDSP2	0.157599590107987	5.60027861044434	2.80703474058885	0.093851705215862	0.381086979088342
C6orf58	0.297124851817192	4.1393577945387	2.80616154715406	0.0939028128026222	0.381207109869366
GPR135	-0.306236031784072	4.41277197661456	2.80493804501441	0.0939744747201592	0.381284765646597
U2AF1L4	0.128232596842413	5.84038665744687	2.80485382275867	0.0939794099018413	0.381284765646597
FNDC11	0.382861329367808	4.20700235544027	2.80473244957992	0.0939865225165448	0.381284765646597
COX5A	-0.0943293914011983	7.12660147218807	2.80428264116881	0.0940128869387447	0.381304385953526
BLZF1	-0.164230626837579	5.234418705048	2.80248670510701	0.0941182315616886	0.381553865867696
SLC35E4	0.160997461473613	5.22074816443832	2.80194563681499	0.0941499942918402	0.381553865867696
SLBP	-0.166499158214681	5.25218734773738	2.80163091817116	0.0941684748160805	0.381553865867696
MARK1	0.300397584031389	4.41583356240412	2.80155174365137	0.0941731246268989	0.381553865867696
CEP95	-0.147957400136155	5.41955241200045	2.80139878707331	0.0941821082640902	0.381553865867696
ORMDL2	-0.107006312204789	6.4469522148177	2.79990743959888	0.0942697488299942	0.381821585016432
GLIPR1L2	0.256918015742719	4.66045498679822	2.79936088229618	0.0943018900453176	0.381864443640299
PDLIM2	0.107724379344799	6.21784365912849	2.79880205294432	0.094334765267023	0.381910254265031
IRF3	-0.15144420713469	5.43496932417544	2.79828372551037	0.0943652689594657	0.381946445111987
DOK7	0.329609465831292	4.1528889063592	2.79723687158504	0.0944269092931204	0.38210861718066
ARMH3	0.17760027620843	5.04660035705729	2.79667881230546	0.0944597865643333	0.382154348932725
ADCY6	0.169194781771027	5.28557289677999	2.79595172736765	0.094502640430206	0.382240412719755
MRPL35	-0.140821243206082	5.60138566530312	2.79251529060184	0.0947054680478287	0.382893940829035
INHBE	-0.294005509393894	4.42255048684432	2.7924817502564	0.0947074500210029	0.382893940829035
CHD6	0.117065436637104	6.17829366199915	2.7919390327346	0.0947395266750021	0.382936215533463
GFER	0.230844608791195	4.81602446131722	2.78939500141848	0.0948900462306186	0.383383868134212
COG1	0.133225960257835	5.61202947264224	2.78928795452532	0.0948963854456663	0.383383868134212
PPP2R1B	0.18839274122499	4.95516587682566	2.78897006100175	0.0949152135144828	0.383383868134212
EIF2AK3	-0.30676903716756	4.37793682629901	2.78716901350253	0.0950219620326593	0.383659415365611
PCCB	0.123184702676983	5.95239381618727	2.78708822677436	0.0950267533428713	0.383659415365611
GNB1	-0.0814816706427534	7.32299911362493	2.78468528319553	0.095169387763616	0.384071201899644
ABCF1	-0.145654727102343	5.43624760933672	2.7846393719575	0.0951721152403759	0.384071201899644
DENND6B	0.130984950497371	5.95256330616077	2.78387759007046	0.0952173833011908	0.384076026918385
BTD	0.190639910295195	5.00546016182946	2.78371124463342	0.0952272713158507	0.384076026918385
GTF2F1	0.0916152299084598	6.96326992881521	2.78337739384085	0.0952471196672072	0.384076026918385
AC073610.2	0.332743457003209	4.34491005651359	2.78315996376034	0.0952600489076594	0.384076026918385
OXCT1	-0.168199155098291	5.29299374056021	2.78193602679426	0.0953328646329767	0.384228326171194
PPIA	-0.10552276974229	10.5700224147714	2.78148115363047	0.0953599418622256	0.384228326171194
CSDC2	0.378476368665023	4.17507017005964	2.78143143295779	0.0953629020917213	0.384228326171194
SLC6A2	0.33753305977595	4.15914968955819	2.78034924857704	0.0954273571108649	0.384400579747018
DHRS13	-0.328191668963192	4.30375805625236	2.77949405249745	0.0954783262360593	0.384518443449996
POLB	0.142809915080987	5.47911569322371	2.77835786433218	0.0955460881629123	0.384703867592976
SORBS1	-0.137214147333916	6.06196828513151	2.77774599672074	0.0955826014592997	0.384763417510708
H1F0	-0.227733947463545	4.89531893237244	2.77728690214963	0.0956100079779042	0.384786289776105
TRAK2	-0.174322289821716	5.48878639592839	2.7738855481802	0.0958133250063939	0.385489976292799
LRIF1	-0.142133461063523	5.53208145888588	2.77348479526404	0.0958373111314671	0.385489976292799
HELZ2	-0.20349928989107	5.00310503998479	2.77327033335553	0.0958501499318815	0.385489976292799
TOGARAM2	0.14922639371341	5.57464457192485	2.77091970383646	0.0959909936440672	0.385968780799936
TUBB2A	-0.112626632757976	8.10778675133905	2.7703762772386	0.0960235864474442	0.386012202259903
BUB1B	-0.254809301625577	4.71128980280098	2.76951806705443	0.0960750834092578	0.386131580972266
SSC5D	0.349812870604784	4.2636142858673	2.7679936572294	0.0961666299207103	0.386299073740648
MED12	0.193424978405674	4.97634111503599	2.7679370630533	0.0961700304415543	0.386299073740648
ACTR6	0.120643076468454	6.10559572183696	2.76773474385192	0.0961821880756694	0.386299073740648
TIMP2	-0.125120879649777	7.17750823623655	2.76711224556226	0.0962196053410198	0.386361743323542
JADE3	0.360722902464256	4.21031371755589	2.76489073292424	0.0963532658481678	0.3868107535591
TRAF2	-0.211297263737115	4.87574114712055	2.76357569852127	0.0964324820909982	0.386998266272737
TNFAIP1	-0.138568712981511	5.65959309676606	2.7633900075466	0.0964436736296217	0.386998266272737
DMBX1	0.258629092841548	4.61822069192257	2.76167268930055	0.0965472429700369	0.387326108150689
OR2V1	0.344272839012811	4.16636522161172	2.75909256274946	0.0967030751060711	0.387809672605602
RNF170	0.126292486078634	5.63694759463208	2.75895204596418	0.0967115697774924	0.387809672605602
FAM153A	0.243626588120324	4.66993888980216	2.75814839567312	0.0967601685344765	0.387916728176244
GPKOW	0.143217145175883	5.66673362917174	2.75660720491459	0.0968534426986018	0.388202800877491
CLEC4C	0.344656869809805	4.30545244343301	2.75523657526327	0.0969364766909648	0.388447709310038
UTP4	-0.157101995001164	5.36321737705164	2.75447998661525	0.0969823447524576	0.388543607838844
UNC13A	-0.210421062298148	4.98766964347682	2.75403699664332	0.0970092119260859	0.38856335631724
PECR	-0.170269695754832	5.06231699692555	2.75214633160158	0.0971239712813538	0.388872657373639
CCDC170	0.140790731631071	5.98032059291342	2.75204142770815	0.0971303430567401	0.388872657373639
ISYNA1	0.165023999777722	5.46154798318949	2.75140695391599	0.0971688901815964	0.388939069581115
SEC24A	-0.314598102444318	4.35926908154133	2.75080841824138	0.0972052691911919	0.388996775398642
SLC22A16	0.283464934959267	4.13771248313589	2.74939059893573	0.0972915035316005	0.389212341573767
AP001458.2	-0.350142373628045	4.24061557774064	2.7489522149007	0.0973181837206344	0.389212341573767
AC004832.3	-0.343484158576626	4.2698217392218	2.74883925326668	0.0973250598933049	0.389212341573767
NCMAP	-0.158171134321271	5.18323762515879	2.74767822873054	0.097395764199441	0.38940717279921
NEDD4	-0.148014327760365	5.52115830106521	2.74605103015676	0.0974949519273726	0.389715772633181
RAP1B	-0.0766977156665809	6.917690468103	2.74468388126212	0.0975783731768695	0.389961224212255
TNPO3	0.140813985130752	5.59827169113269	2.74323010507021	0.097667165679728	0.390228025833373
NDUFS3	0.0892210228312305	6.96057920154401	2.74132164990164	0.0977838624538449	0.390603061185702
ZNF844	0.129122591500238	5.81845868036263	2.74097400375967	0.097805136424943	0.390603061185702
SPATA12	-0.403668838817546	4.18433200468876	2.73866692663933	0.0979464444159295	0.391079220805894
LGALS7B	-0.205277464342137	4.12193843049584	2.73783519389301	0.0979974424668201	0.391129544101341
SRD5A3	-0.1891075284603	4.99242674503858	2.73774110394896	0.0980032134553833	0.391129544101341
DNAAF3	0.199070489021109	5.36189239046198	2.73620110678155	0.0980977215876332	0.391355987698176
RAB32	-0.321445819511739	4.42206576544291	2.73609652526284	0.0981041432576727	0.391355987698176
DNAJC9	-0.190454221603342	4.9995043252043	2.73433649806549	0.098212283889075	0.391618099723186
CTU2	-0.267903278876727	4.58734913634162	2.73430745436957	0.0982140694992317	0.391618099723186
MYCT1	-0.301421486068417	4.35626942165531	2.73303069485803	0.0982925998462183	0.391843017887963
MYOZ3	-0.288509492424934	4.46161760273024	2.73061145990869	0.0984415889935634	0.392348655322681
MLYCD	0.19558963941694	4.88808495381572	2.72996334924949	0.0984815448711897	0.392405029386763
CAMLG	0.112908057027245	6.21047324269821	2.72966339544314	0.098500042945661	0.392405029386763
WBP1	0.131334163656593	6.59153976605756	2.72907374065807	0.0985364178574984	0.392454201186678
SLC35F4	0.361959239953285	4.24015079582117	2.72874504543898	0.0985567009303491	0.392454201186678
SNTB1	0.271837369671297	4.73891711916208	2.72777218127851	0.0986167609792704	0.392605095631566
B3GALT6	-0.154463174344001	5.42616723872475	2.72701994520003	0.0986632278681149	0.392650082301517
SLC35G1	-0.22785849942134	4.68975297461433	2.72687153614817	0.0986723981664437	0.392650082301517
GLRA2	0.344723350099803	4.14666161358018	2.72575381340901	0.0987414929176965	0.3927524528407
OSTC	-0.0805117260138601	7.80253931363971	2.72573797355312	0.0987424724762668	0.3927524528407
WDR47	0.213013427578274	4.77088093783459	2.72479582720194	0.0988007551860895	0.392845832822079
TGFBI	-0.375165113700787	4.187735245181	2.72464145372135	0.0988103085604314	0.392845832822079
STARD13	-0.26342066140366	4.57060243248391	2.72247857986616	0.0989442636699688	0.393192245755054
GPR63	0.284224273106424	4.44885328076572	2.72216927805994	0.0989634361146104	0.393192245755054
EIF4G3	0.0868072067123657	6.85664964946555	2.7221595777628	0.0989640374647715	0.393192245755054
TUBGCP2	-0.109379427364613	6.54004939416581	2.72067620437895	0.0990560431289945	0.393363963735728
NUCKS1	-0.0734258817567422	8.40016957302943	2.72042250452989	0.0990717881115787	0.393363963735728
GCAT	-0.150967950411203	5.37659470075067	2.72030318124985	0.099079194432837	0.393363963735728
E2F6	-0.221367668180311	4.67813596010216	2.7200048310055	0.0990977154903623	0.393363963735728
RPLP1	-0.111661242207019	12.5533699380788	2.71967327575453	0.0991183022895526	0.393363963735728
KCTD14	-0.333099044130284	4.32059977319726	2.71889450480955	0.0991666757930565	0.393467778146643
HIST2H4A	-0.163352251978873	5.93258551713464	2.71725973765541	0.0992683035077974	0.393782797699912
SPNS2	-0.312891112004303	4.32214686253859	2.71635990142488	0.0993242916650105	0.393902314817585
ATAD3B	-0.141873211871194	5.46846675955096	2.71606077536848	0.0993429110371585	0.393902314817585
FAM151B	0.284328290678638	4.47891920623107	2.71473872610767	0.0994252488392009	0.393970460818797
FXYD7	-0.427058599955899	4.20419581284125	2.71472068152303	0.0994263731790223	0.393970460818797
CCDC28A	0.214640098339273	5.26803128237819	2.71471339815849	0.0994268270020337	0.393970460818797
URGCP	0.149569201516283	5.30713509630836	2.71388721865725	0.0994783205381856	0.39408633714434
ENPP2	-0.342727366033056	4.43097604330956	2.71251862499213	0.0995636853609071	0.394336313755006
TENM2	0.213175281816049	5.83041290487173	2.71195891029259	0.0995986201122784	0.394386487688056
FARS2	0.152128988345267	5.39109628512572	2.71142860311312	0.099631731732876	0.394388846969516
EI24	0.0706064967153546	7.63392999238861	2.71123617811202	0.0996437494460582	0.394388846969516
CCNG1	-0.134543080235659	6.01376363634981	2.71039197400404	0.0996964920868057	0.394422591523526
SLC50A1	-0.121443206872888	5.71200395434218	2.71038684760487	0.0996968124577024	0.394422591523526
ZZEF1	-0.174479177689685	5.18413566813024	2.70850746540879	0.0998143389816514	0.394553181521118
GABARAPL1	0.192807276372053	4.98583439340983	2.70843355598356	0.0998189639731246	0.394553181521118
JPH2	0.381864665567533	4.24874765738711	2.70840953437724	0.09982046721102	0.394553181521118
UBOX5	0.145566778691492	5.35028847183701	2.70831717613703	0.0998262470883421	0.394553181521118
ITGB3	-0.355806914244195	4.15478968543808	2.70807719061104	0.099841267347581	0.394553181521118
CDAN1	0.173814117157551	5.07067602084144	2.70772240177928	0.0998634774593028	0.394553181521118
EIF3I	-0.0841983954272358	8.36743232208921	2.70524940862629	0.100018439100499	0.39504750821825
OMG	0.317961607429889	4.14579451467332	2.70501402915509	0.100033202030197	0.39504750821825
FRK	-0.114306950765955	6.70866557693943	2.70384631493306	0.100106475914142	0.395122519598515
SSB	-0.0739572189823985	8.19356044256877	2.70370888193236	0.100115103668398	0.395122519598515
ITGAL	-0.203122026569019	4.84128944360747	2.70332742364019	0.100139055072303	0.395122519598515
SPATS2	0.095264730169272	6.37514570845491	2.70298878337621	0.10016032321733	0.395122519598515
TGOLN2	0.0987359332484069	6.40655005029084	2.70293443209772	0.100163737183679	0.395122519598515
RYBP	-0.153908100816938	5.32585430334526	2.70132205563948	0.100265073209533	0.395326433801055
DYNC1LI1	-0.134508918776216	5.74978813177884	2.70106034678827	0.100281531874233	0.395326433801055
NOX5	-0.237902706978693	4.59572263207232	2.70074637625476	0.100301281129442	0.395326433801055
QRSL1	-0.118168095353557	5.73905978222916	2.70069189843315	0.100304708305213	0.395326433801055
MVD	-0.127542180706898	5.87569713269231	2.69943928487362	0.100383544969251	0.395549132034566
DXO	0.356260537179925	4.20221925133553	2.69756932490009	0.100501362004066	0.395864087037615
EPS8	-0.206876041310209	4.80484390089309	2.69724907850667	0.100521554310624	0.395864087037615
SQOR	-0.357827353905142	4.20481549488489	2.69710682331117	0.100530525265085	0.395864087037615
TAF12	-0.115597696773322	6.06744685952053	2.69642992759776	0.100573223920435	0.395929843299508
VENTX	-0.207182267244338	4.86486982569943	2.69609045319362	0.100594645462975	0.395929843299508
MPP7	-0.304543890705358	4.34968191390544	2.69559983492456	0.100625613307518	0.395929843299508
CNOT9	-0.0656042141032015	7.47381892793296	2.69542519250257	0.100636639257813	0.395929843299508
RHCG	0.340771666623543	4.16549163351807	2.69442896007814	0.100699561075498	0.396089412784636
AC073896.1	-0.261939397338903	4.54002814266568	2.69376387917515	0.100741591364491	0.396166755383631
THEM4	0.138295965431762	5.59652277885766	2.6928619786936	0.100798618270957	0.396210554452388
MLLT3	0.0510762708607707	9.78212757899335	2.69198741426044	0.100853950416126	0.396210554452388
CASTOR1	-0.197560133531605	5.11864990111583	2.69192851384179	0.100857678134256	0.396210554452388
IGLON5	-0.281911260334552	4.13423496489378	2.69190416669272	0.100859219072362	0.396210554452388
HTATIP2	-0.282295294706829	4.13422138360848	2.69181951149888	0.100864577124312	0.396210554452388
SLC9A3R2	0.24742805291305	4.58338608549571	2.69008812908532	0.100974229179735	0.396528256552251
RPRML	-0.282699822774227	4.13478847962387	2.68966601998439	0.101000981975955	0.396528256552251
SLFNL1	-0.282992311991093	4.13491895881079	2.68948246025296	0.101012618200302	0.396528256552251
MARF1	0.19295043240016	4.94125779072425	2.68841394893286	0.101080382398256	0.396706344568559
TRAM1L1	0.360672415444343	4.24010979600073	2.68787972188215	0.101114281311934	0.396751473326755
PAICS	-0.0955993643402372	7.56112697953976	2.68740640990956	0.101144325293449	0.39678145949005
B3GALT4	-0.444426642880035	4.22272878360045	2.68684703149211	0.101179845014589	0.396832908524889
SLC43A3	-0.302782782457335	4.381646278535	2.68621661152508	0.101219892113674	0.396897631329319
PENK	-0.333650084487352	4.14763758549114	2.68578238200475	0.101247486393824	0.396897631329319
PTGDR2	-0.273328420155314	4.57753279714805	2.68552930739077	0.101263572491937	0.396897631329319
CDH7	0.0882024401715866	6.64975647440931	2.68167245253915	0.101509070524827	0.397725342552816
TICAM2	-0.337708328595986	4.16754521778764	2.68116108097661	0.101541669370989	0.397725342552816
