genes	logFC	logCPM	LR	PValue	FDR
ZNF214	-0.48644897231711	4.16814928317293	5.70027338135588	0.0169622707433622	0.063525862234276
PAIP2	-0.130936291013463	7.81061694656275	5.7002210741914	0.0169627762553273	0.063525862234276
CEND1	0.356220590909661	4.70296050646881	5.69982250400221	0.0169666286663507	0.063525862234276
ZIC1	0.305962856150596	4.88516929607129	5.69965940108204	0.0169682054104765	0.063525862234276
PUM2	0.287789920442364	4.9014791163234	5.69840044965656	0.016980380998842	0.0635580110421575
PCDHGA6	0.250104169573826	5.2610117689215	5.69709277136297	0.0169930373777997	0.0635919454966381
C7orf43	0.44523808884039	4.37811853996345	5.69619797348776	0.0170017032962453	0.0636019133890564
FGF10	-0.388941088951938	4.45003419217521	5.69607622190858	0.0170028827855229	0.0636019133890564
ABI2	0.105250713914099	7.2595405218539	5.69498499300317	0.017013458021884	0.0636280338858974
ZNF638	-0.156503418503302	6.53917558727108	5.69181013706822	0.0170442645549674	0.063729789697611
MOSPD3	0.263389259051545	5.01154672903363	5.68771635263954	0.0170840726739789	0.0638651530606826
AQR	0.177927338599094	5.74983036661887	5.68423426418246	0.0171180081237441	0.0639785102105412
PLOD3	0.19315917228828	5.75021777015796	5.68318154631601	0.0171282812991033	0.0640003758051669
CDC37L1	-0.302367167656065	4.87233523419359	5.68281338036269	0.0171318756273852	0.0640003758051669
IFIT5	0.240602244261769	5.35567740917835	5.68252427731642	0.0171346986262478	0.0640003758051669
ATP6V0E2	0.203211383381217	5.81771727967477	5.67948094048319	0.0171644449713368	0.0640979652819561
CACTIN	0.298161768364836	4.89446889543886	5.67871058314381	0.0171719830857094	0.0641125978950433
PYGO1	0.32947195079491	4.76166238752827	5.67752685034662	0.0171835728261088	0.0641414014783696
LRRC4	0.433938223860078	4.52913977234155	5.67718303578181	0.0171869405722867	0.0641414014783696
DTNB	0.420303249056281	4.42595848563248	5.67502886118274	0.0172080567352051	0.0642066780901524
MFSD6	-0.362883083910509	4.60738285483149	5.66130818809171	0.0173431825049804	0.064697230102825
C18orf21	-0.304315462013434	4.85611730971251	5.66046338505998	0.0173515381043408	0.0647147700366571
SLC24A3	-0.392051467452914	4.13247280777729	5.65980217186308	0.0173580807900065	0.0647255425163357
GCDH	-0.290700396366352	5.1351519506152	5.65701549155352	0.0173856828972	0.0648148211903191
PTPN5	-0.510562975829464	4.19935570541266	5.65658632755986	0.0173899377955374	0.0648170408742756
RPL4	-0.150366700083965	10.8968526562657	5.65487181126446	0.0174069468997008	0.0648667880259838
ACVR1C	0.507955361422014	4.23962427395656	5.65334953470821	0.017422063250257	0.0649094624081936
TRIM27	0.344878727489563	4.62136218925733	5.65115081320181	0.0174439206806246	0.0649772288318028
HYAL4	0.358074913077073	4.71277266980221	5.65027067274616	0.0174526780621197	0.0649961803692733
EIF2S1	-0.149409597448215	6.89146702082262	5.64664097157174	0.0174888414873825	0.0651171663705107
C3orf67	-0.396443412869078	4.48252159005126	5.64324994009866	0.0175226968722922	0.0652295096683562
GIPC1	0.236018717684144	5.53310220941986	5.6427072615291	0.0175281211423519	0.0652359911059753
KLHDC3	0.192039320962245	5.72251946417574	5.63800033617974	0.0175752413377713	0.0653976207089507
STOX2	0.255657231808347	5.28857225544748	5.63587988915191	0.0175965114518685	0.0654630142481612
NAP1L4	-0.13327901548548	6.37201776271782	5.63181019508153	0.0176374088408504	0.0656013829040618
MAP1LC3B2	-0.377810205652707	4.51036069386139	5.62950208565337	0.0176606472046879	0.0656740254649239
UHRF1BP1L	-0.348923071293138	4.63330193974376	5.62180967428498	0.0177383238964448	0.0659490329248175
ACOXL	0.397110624737103	4.57255408295083	5.61998624419846	0.0177567882398997	0.0660038265068423
ALG12	0.285015965983456	4.96391214909906	5.61603462855527	0.0177968710469023	0.0661389383094281
SP100	0.166085191190849	5.91822306794893	5.6135314351726	0.0178223102425685	0.0662195844380898
NPTX2	0.232785652378882	8.17240520481348	5.61250049438797	0.0178327982919817	0.0662446567423616
SEMA3A	0.134379640000424	7.2469139798437	5.61064509247308	0.0178516898701205	0.0663009291213197
CLEC2B	0.556835944836537	4.19354938254249	5.60771398871194	0.0178815762823942	0.0663980040070788
DUSP3	-0.222391614934448	5.626698539145	5.60244309168115	0.0179354499557773	0.0665840892091232
HGF	0.261569584647571	4.12411236264684	5.59827781957345	0.0179781415867302	0.0666903304971663
BIVM	0.249062657006638	5.12714670900097	5.59825748919138	0.0179783502184806	0.0666903304971663
CD79A	0.261693740828289	4.12415969075799	5.59815457390292	0.0179794063804582	0.0666903304971663
LIMA1	-0.198221745088408	6.09136899141171	5.59776789059498	0.0179833752672581	0.0666903304971663
CLEC4F	0.262684494975081	4.12440802228551	5.59773183572989	0.0179837453776321	0.0666903304971663
TMEM240	0.534889149371447	4.24237460069088	5.59744800235674	0.0179866592584103	0.0666903304971663
FAM120AOS	-0.223595578576425	5.28108942728351	5.59576557714144	0.018003941327322	0.0667404371681723
RNF138	-0.288604039355556	4.98094572626671	5.59471686179342	0.0180147225271718	0.066766429253247
MKI67	-0.358923476616781	5.77421270662609	5.59256876307529	0.0180368266285218	0.0668336617111829
AHRR	0.385752751428353	4.68441745580598	5.59222081242473	0.0180404097019628	0.0668336617111829
TMEM189-UBE2V1	0.329350936212657	4.75092151685679	5.58970295458863	0.0180663596265291	0.06691580127668
ZBTB8OS	-0.125340937763362	6.69303961880308	5.58608896057319	0.018103674092902	0.0670399907032156
EFCAB7	-0.246574001802124	5.11376014270682	5.58412142973873	0.0181240222825289	0.0671013132667542
BTBD19	0.213766559523704	5.569213047056	5.58132511096608	0.0181529824313942	0.0671851575651211
CSRP1	-0.185716478240716	7.09483560881003	5.5812023431032	0.0181542549744055	0.0671851575651211
TFE3	0.24140207197329	5.33476354953431	5.57156649031845	0.0182544227409389	0.0675417454747253
MRPL38	0.23884798622425	5.26909103078372	5.56704860720112	0.0183015839382721	0.0677020999821794
MRPL30	-0.171182273146173	5.97115345232242	5.56642336187184	0.0183081206427664	0.0677121388232782
RCN3	0.463531065344582	4.40096078217107	5.56223510807507	0.0183519694739763	0.0678601426561728
PTGFRN	0.199108571784674	5.81594177865848	5.55498980837564	0.0184280802604034	0.0681242801453866
APP	0.101590257506825	7.36690677270847	5.55470348198867	0.0184310947638151	0.0681242801453866
SH3BP5	-0.270876730318334	5.63169161403468	5.55425962038959	0.018435768837262	0.0681273393794252
NFIB	0.140199844257029	9.3791298513587	5.55085630655412	0.0184716480536225	0.0682359454015149
KCNIP1	0.410451396785061	4.6244949656814	5.55074113589541	0.0184728634936915	0.0682359454015149
NPRL2	-0.15081195683846	6.19426655646249	5.54965976860677	0.0184842796065203	0.0682638783133209
SLC39A1	0.163686413094865	6.24382372166271	5.54588952657286	0.0185241394901683	0.0683968227329291
DENR	-0.142781636525337	6.40844754799385	5.54423419643598	0.0185416680656792	0.0684472748602148
GRIA2	0.514606281682471	4.16337825093832	5.54175644196287	0.0185679374551287	0.068524262512802
RP2	-0.252010114833147	5.02127546844754	5.54153747200536	0.0185702608435778	0.068524262512802
MEF2B	0.504319427619217	4.27311750061588	5.54034612493814	0.0185829069361674	0.0685566439602991
SLC25A29	0.180336308481152	5.79418053383329	5.53806767253189	0.0186071173811981	0.0686210384261505
WDR61	-0.127432343090595	6.78927577781229	5.53797430502652	0.0186081101829721	0.0686210384261505
PDCD6IP	-0.176889048826988	5.81605623873277	5.53528632876038	0.0186367156328653	0.0687122205015217
ADAR	0.137208297104121	6.90513740631142	5.53263449645294	0.0186649809531139	0.0687873951827363
ARNT2	0.182135323880844	5.79176634915417	5.5325184886342	0.0186662184664638	0.0687873951827363
MRPL4	0.197139052732579	5.58479106182576	5.53220686620489	0.0186695431182287	0.0687873951827363
IL5RA	0.252836367211543	5.08420348507825	5.53170454604123	0.0186749035825944	0.0687873951827363
SLBP	-0.228384002597181	5.25269064078351	5.53155277981517	0.0186765234549333	0.0687873951827363
RNF157	0.207245329066811	5.56242796730849	5.53058993241933	0.018686803760342	0.0688109497303902
FGD1	0.40627689485966	4.44750683979612	5.53000555738197	0.0186930459731463	0.0688196279934248
RNASEH2B	0.158212966904011	5.99282935237246	5.52547372936789	0.0187415275145489	0.0689837770859705
IRGQ	0.124734098422796	6.69341135716688	5.52290649346338	0.0187690494478581	0.0690707259132478
C8orf48	-0.463447068532478	4.15414603245323	5.52164452096734	0.0187825936691559	0.0691062108575176
CDKL4	-0.487177669715677	4.20397939956355	5.52109001747573	0.018788548115224	0.0691137620388052
VPS37B	0.223446745310027	5.43869856859407	5.51878401019093	0.0188133317284024	0.0691905588815332
SMARCA4	0.104031948892131	8.45140640821487	5.51773891869027	0.0188245748782742	0.069217535861323
LPO	0.298043296704281	4.80583248166113	5.51709167430533	0.0188315414484137	0.069228780019573
PPCDC	-0.214482123788627	5.39337810525202	5.51358734920422	0.0188693062887309	0.069353217054576
ZNF800	-0.278687352496838	4.95732609262534	5.51268160939679	0.0188790798376819	0.0693645929610319
YIPF4	0.117327653497489	8.8257314457112	5.51257469236577	0.018880233890308	0.0693645929610319
KCTD5	-0.203304499058047	5.41250864157499	5.51184760748674	0.0188880839112762	0.069379042355148
MPST	0.163114369081071	5.9439971670145	5.50684775947906	0.018942156516465	0.0695632337175262
FARS2	-0.208434756764461	5.39223704216443	5.50615611130394	0.0189496491709095	0.0695763238215483
HYDIN	-0.246680277996608	5.46418575919143	5.5052718771592	0.0189592325777443	0.0695970834024886
FUZ	0.243036754111005	5.16890890845829	5.50345609576237	0.0189789278788484	0.0696549462474434
COA7	-0.175696981758655	5.73045853477947	5.50206177783224	0.0189940660261293	0.0696960632804646
NCOR2	0.170483832603477	6.31684432987822	5.50078323365943	0.0190079581803379	0.0697325922307674
SLC30A6	0.211831353237176	5.42749485365498	5.49888017958324	0.0190286554585723	0.0697814063226479
DCLRE1C	0.131703739313408	6.37190655248966	5.49883531654922	0.0190291436618332	0.0697814063226479
CSNK2B	0.245350661843457	5.10519845113191	5.49760013467466	0.0190425900984769	0.069816260779181
DDX51	0.15399384033361	6.05736404745609	5.49705534664025	0.0190485238896988	0.069823562734757
ZNF711	-0.33295690014211	4.69243619969683	5.49622502921619	0.0190575713214617	0.0698422725523959
PLP1	0.197264390133157	8.03075305686577	5.49442187073822	0.0190772344686592	0.0698998711023772
RPGRIP1	0.43384778327768	4.46343580025595	5.49311990758639	0.0190914451960126	0.0699374720396639
FST	0.34994913578098	4.59873043534131	5.48874716361684	0.0191392531415461	0.0700981082802034
PHETA1	0.45648620679408	4.40477413095393	5.48607526521647	0.0191685263344494	0.0701854361662201
HMGCR	0.212514715447403	5.76441888079032	5.48584767717699	0.0191710219157731	0.0701854361662201
CAPN12	0.277024135892697	5.12131591655807	5.48507820726007	0.0191794619057166	0.070201824607161
FAM110D	0.333180225898245	4.67897505325006	5.48463965207003	0.0191842739499131	0.0702049297935662
APTX	-0.195675368758802	5.67025417004782	5.4836634402842	0.0191949899082851	0.0702296346324199
MUC1	0.414749801846407	4.56653407672301	5.48187493533237	0.0192146385281371	0.0702830507416017
OXNAD1	-0.343571364488416	4.63847799302621	5.48161229371033	0.0192175256742083	0.0702830507416017
GNA11	0.153052366764404	6.09866077373688	5.47991219417128	0.0192362252413518	0.0703369160765531
ATL1	-0.252825443900728	4.95124343240087	5.47875871241803	0.019248923210948	0.0703688189705492
HAPLN3	0.477577419960282	4.16256989201149	5.47780162503433	0.0192594657718853	0.0703928307370269
NPFFR1	-0.216247284401571	5.33791400811994	5.47677276453044	0.0192708055879373	0.0704197459404881
GALNT13	-0.485880225360366	4.29113534440436	5.47443221582938	0.0192966281812125	0.0704995623650239
CDK6	0.228614882938726	5.49565069555031	5.47401829562585	0.0193011985626719	0.0705017176617952
GIGYF2	-0.124125454692477	6.82026758376037	5.46829415758322	0.0193645176059504	0.0707184197601224
COTL1	0.205996688166071	6.54518399390517	5.46636964413182	0.0193858543075821	0.0707765344552636
TAOK1	-0.12470956139048	6.8358793988935	5.46613811787165	0.0193884228306763	0.0707765344552636
NRF1	0.331180059465245	4.69820895407053	5.465174068772	0.0193991216519797	0.0708009978775737
LEMD2	0.213785127276426	5.51233371984753	5.46329600900913	0.0194199815052283	0.070862528310796
HHATL	-0.473504984470402	4.16570458753333	5.46247808823784	0.0194290735035486	0.070881101935088
LRRC4C	0.17796136309282	5.75427802256617	5.45498527827925	0.0195125685591275	0.0711710490772789
SLC2A11	0.213647723255295	5.44550138881421	5.45298491601795	0.0195349219779587	0.0712379118949154
TTLL1	-0.212150150504295	5.49125779261173	5.45212806652688	0.0195445050980089	0.0712581873808016
UNC5CL	0.479328426455057	4.16793174959726	5.45077764098252	0.0195596183055286	0.0712986127654914
CHPT1	-0.213349863981427	5.30447976647996	5.44798971413343	0.0195908574526218	0.0713977916051107
AL354822.1	-0.339714791813691	4.6089582244013	5.44487708552526	0.0196257958797973	0.0715104086860665
FHAD1	-0.23678414288183	5.52038948286301	5.44425569120256	0.0196327785757368	0.0715211382421739
DNAJB14	-0.189216692983833	5.65242421773672	5.44223171734751	0.01965554006895	0.0715893328606298
TWIST1	0.391785901716368	4.47295077975041	5.44164912596273	0.019662096913489	0.0715984910632642
PTPN9	0.275975778329538	5.09515936292857	5.44066739167329	0.0196731510761248	0.071624018881875
CYB561A3	0.137399803391016	6.42098959929534	5.43518123565491	0.0197350426575134	0.0718345819050303
CCDC171	-0.283550763929244	4.95360140510292	5.4331175636537	0.0197583758643	0.0719047366567663
MC5R	0.372916123014719	4.1357304561705	5.43041073692063	0.0197890242440813	0.0720014785150304
LDLRAP1	0.379882139464643	4.56751102796253	5.42916283967958	0.0198031702648857	0.0720381498730036
NOC4L	0.344405545935355	4.75253579148138	5.42726553889025	0.0198246978866662	0.0720944176508801
ARMC9	-0.143993574374008	6.17260403796175	5.42708224271593	0.0198267789282654	0.0720944176508801
SLC6A1	-0.475661299350348	4.29998705187214	5.42297255536369	0.0198734973607002	0.0722494633113142
SNRPN	-0.127832719451569	6.40941705045379	5.42231282378339	0.0198810077067676	0.07226193484553
CLNK	0.259918262516527	5.09787230921332	5.42165723144313	0.0198884738392715	0.072274240591132
CLPP	0.174746756862114	6.01914817003657	5.42067148347911	0.0198997053658951	0.0722998475840698
KLC2	0.323240105030359	4.70310197874913	5.42032240324477	0.0199036843281348	0.0722998475840698
LTC4S	0.47235166078803	4.16124089479762	5.41882748786867	0.0199207333053294	0.0723469403945036
SVIL	0.139946663154533	7.18761728146164	5.4160887243782	0.0199520071146613	0.0724456642096927
ZNF506	0.139575403211518	6.3566653245511	5.41527317201843	0.0199613296751009	0.0724646589886016
MTSS1	-0.206969442458494	5.57446765499584	5.41462253830139	0.0199687702845269	0.0724768154261352
ZNF512B	0.26629841478861	5.02694112359632	5.41378155758662	0.0199783919408715	0.0724968813883869
HBP1	0.24830525922251	5.13915236565953	5.40937164059227	0.0200289243236952	0.0726653641174292
CRAT	0.239496586653082	5.1259382847679	5.38733281867508	0.0202834512762606	0.0735737229172903
IGFBP3	0.654109961780905	4.59147613461169	5.38637537618297	0.0202945843390581	0.0735990331313262
PTPN1	-0.272746703486123	5.10517878467999	5.38366465082981	0.0203261387250157	0.0736983764785013
CNOT11	0.291756144836553	4.87127265829694	5.38272298909925	0.0203371120767172	0.0737230718589469
ZNF784	0.379227829549763	4.49786661319891	5.3810157839286	0.0203570220710986	0.0737801462908324
GNG4	0.219412153055427	5.45737632617982	5.38030410424722	0.0203653278698085	0.0737951487786514
FAM209A	-0.387896023066575	4.13192393511015	5.3772382168457	0.0204011490160169	0.0739062831478459
CC2D2A	-0.16639475973187	6.47351132874395	5.3769651115303	0.020404343077742	0.0739062831478459
POP4	-0.171730000793899	5.694994123837	5.37390309282523	0.0204401898876213	0.0740139730729701
ELOVL7	0.343404581627527	4.65282617835717	5.37371175389137	0.0204424320388985	0.0740139730729701
POU5F1B	0.357351205723078	4.55912478761015	5.37219648395262	0.0204601972903882	0.074063154385317
CSK	0.366372683308237	4.59916065426441	5.37080075299997	0.0204765751803796	0.0741072945637279
NFASC	-0.247744624375292	5.16266751811739	5.36961953375084	0.020490446527332	0.0741423470668241
RRNAD1	0.22178875103444	5.36231124054314	5.36349534573986	0.0205625203901582	0.0743869871941238
GPR158	-0.299742919053582	4.9640895137826	5.36316153631208	0.0205664564300827	0.0743869871941238
WAC	0.11615797081787	6.62394027442757	5.36200652477379	0.0205800815086608	0.074421070576031
TMED8	-0.248862723411743	5.06439226599629	5.36029368039124	0.0206003042513776	0.0744789934477239
NINJ1	-0.182490796065081	5.73233592874866	5.35930679665267	0.020611965254981	0.0745059446114743
SNAPC3	0.159325078200837	6.1105405420786	5.35416962786195	0.0206727763667137	0.0747105111216555
IDH3B	0.178651501461709	5.95127408606637	5.3516438991893	0.020702742660206	0.0748035450831434
APMAP	0.157750648872141	6.45389972922459	5.35064069720795	0.0207146575332124	0.0748313306604648
ZBED5	0.183017035178417	5.72498921486632	5.34994935199876	0.0207228726616669	0.0748457423701967
PHYHIP	0.483078579380647	4.17410723036733	5.34352347785065	0.0207993916306561	0.075106793998406
YPEL1	0.227430592459441	5.18866753656368	5.34258171768806	0.0208106306011892	0.0751203020666574
ZCCHC17	-0.128247600237645	7.38136821965387	5.3424992683606	0.0208116148510099	0.0751203020666574
DOK7	0.446154903802991	4.15288335633127	5.33928921413762	0.0208499727724499	0.0752434225235599
POP1	-0.279525833746009	4.9885381916119	5.3381943970976	0.0208630718016406	0.0752605426890534
XRCC1	0.194570683446514	5.71933541121649	5.33818243003952	0.0208632150295422	0.0752605426890534
ANKRD23	0.241529322031822	5.35268802267397	5.3351538504329	0.0208994953621413	0.075360777382909
TMSB4X	-0.17230246088401	12.2926924662358	5.33515254774255	0.0208995109815294	0.075360777382909
BAZ1A	0.208144432647249	5.66511471285712	5.33280624695647	0.020927662978846	0.0754469299168168
PI3	0.256343509997295	4.12413209863594	5.32938211506117	0.0209688177375087	0.0755799144824488
SPRED3	0.295170125394544	4.77951307123209	5.32598471656144	0.0210097339734598	0.0757119853790275
FIG4	0.320700217392358	4.67435727424337	5.32224332154635	0.021054888716933	0.0758592735871271
PI4K2A	0.28100069881703	4.84138403263852	5.32085077279515	0.0210717209708944	0.0759044787139478
ADD3	-0.17974616739668	6.146851541535	5.32015340223148	0.0210801555812157	0.075919421645891
SURF1	-0.170094330767134	5.81470843003083	5.31866503388676	0.0210981689014321	0.0759668079414232
HSD17B8	0.487139180204287	4.35099407084865	5.31820399827114	0.0211037519223401	0.0759668079414232
ZDHHC15	0.172300082008732	6.00464418512834	5.31800352344965	0.0211061800970948	0.0759668079414232
ZNF33B	-0.220353987601811	5.41975012293192	5.31659765684475	0.0211232162463152	0.0760126790237171
PSKH1	0.314126150633206	4.76680730603681	5.3151741382801	0.0211404808030994	0.076059353236745
KCNJ12	0.579168732050724	4.17908598051506	5.31197071242752	0.021179385668469	0.0761705387325997
CREG1	0.273726054778165	4.94136216804675	5.31189319404029	0.0211803280291888	0.0761705387325997
SULT1C4	0.291692240537314	4.79427201043483	5.31156765044148	0.0211842860093036	0.0761705387325997
PCDHGA3	-0.504779135606329	4.25238429985715	5.31002269747677	0.0212030800883303	0.0762226414703685
DPH6	-0.213112591143773	5.37860024873452	5.30895397277374	0.0212160910333942	0.076227849570674
SVBP	-0.152652923386863	6.08989536046118	5.30893418171672	0.0212163320530277	0.076227849570674
ZNF382	0.163174879262244	5.91798473937755	5.30884320177171	0.021217440062298	0.076227849570674
OSBPL10	0.248599667972997	5.01609281220966	5.306821131476	0.0212420815339388	0.0763009020744524
DISC1	0.260706484130279	5.06636010842072	5.30610793770893	0.0212507797630414	0.0763166689300465
TMEM41B	0.141684936844428	6.30525188911712	5.30523465108416	0.0212614355327587	0.0763394579680157
C5AR2	0.160572609759745	6.08312806073574	5.30480260053594	0.0212667094221033	0.0763429179741172
PMPCB	-0.119090141144133	6.78570310199926	5.3035847278764	0.0212815828561106	0.0763808298981622
SDF2L1	0.241547601524882	5.5491897130799	5.30296928509904	0.0212891031293704	0.0763923408888592
TMPPE	0.394792548152601	4.13842591935567	5.30193643285806	0.0213017300326094	0.0764221677815634
OTUD3	-0.258158067704955	5.04821574380362	5.30143945624559	0.0213078084711314	0.0764284940544105
NAIF1	0.308499407845503	4.81196549087493	5.29954887553293	0.0213309482630123	0.0764960023556334
MPND	0.328790199409551	4.72084782404897	5.29874061581791	0.0213408489071656	0.0765160153529793
SARS2	0.393025447064593	4.50894138113806	5.29663701687633	0.0213666389050814	0.0765929788072864
ZNF100	0.241867602246152	5.05657984836356	5.29619513246388	0.0213720604812562	0.0765969112189415
GATAD2B	0.220753911052359	5.38864928092834	5.29292898691244	0.0214121777268464	0.0767251652635856
VPS37D	0.437344250383944	4.4657959578369	5.29244525380631	0.0214181259241037	0.0767309559805268
PLG	0.369662274768697	4.51553432950418	5.29067173174275	0.0214399485775048	0.0767936034792245
CENPQ	-0.254584862468123	5.22649636663604	5.28990120353598	0.0214494368665502	0.0768120553538896
FOXJ2	0.335814387096007	4.68141816074716	5.28749518778625	0.0214790925513477	0.0769027061389671
LGR5	0.357023501963964	4.57766662136108	5.28590122992	0.0214987624775583	0.0769575749802977
SLC35G3	0.484999612261563	4.25374673876718	5.28278678175826	0.0215372495587099	0.0770797664546112
NR3C2	-0.484025564805311	4.24022772799036	5.27981933221633	0.0215739864612337	0.0771956461012872
IZUMO4	0.480803373253051	4.28359519273674	5.27423541445239	0.0216432911601554	0.0774279888969242
PPP1R13L	0.202308551358514	5.42218206368659	5.27208412120285	0.0216700533810962	0.0775080746134847
ADIPOR1	0.192954089573366	5.63852827441882	5.27116132139599	0.0216815435675635	0.07753168657987
DIRC3	0.411391489820881	4.14422661008736	5.2706367028903	0.0216880786361243	0.07753168657987
ZFYVE27	0.368499342443471	4.65837893429939	5.27049958836312	0.021689786980762	0.07753168657987
ALPK3	-0.47138993595516	4.17275947907523	5.26989160494958	0.0216973636791579	0.0775431205579591
USE1	-0.146815474269484	6.27159067721496	5.26806358177669	0.02172016104466	0.0776089353284281
CCDC93	-0.234813459635308	5.26219807377481	5.26554162670408	0.0217516531923301	0.0777057848613454
AC011043.1	0.221037432835428	5.26525958918242	5.2648880331173	0.0217598224563023	0.0777192932740525
ZNF10	0.401442096460903	4.53249354937592	5.26282552331173	0.0217856225990073	0.0777957555390357
CYFIP2	0.172303467908803	5.76377945775928	5.26227579418168	0.0217925045617632	0.0778046443857991
UPP1	-0.294633700908161	5.89047574919537	5.26023391839908	0.0218180861654418	0.0778802785494367
DIAPH3	-0.243639811182149	5.15990891184363	5.25925296857213	0.0218303870349076	0.0779084858275807
CHM	-0.226547678926283	5.09262263636912	5.25886858402203	0.0218352090810044	0.0779099966242446
TMEM221	0.430065079837344	4.43913889308546	5.25755563800703	0.0218516881109899	0.0779530916056099
IPO9	0.109227365766544	7.00280549685651	5.25701571776841	0.0218584684874358	0.0779615774968713
GMIP	0.48159020136628	4.29437391393814	5.25536895525363	0.0218791621693195	0.0780196739164459
ERC2	-0.378163318326154	4.45425116545235	5.25352488490648	0.0219023593613197	0.0780866725055746
ILVBL	0.203140559734966	5.56413627382931	5.25299837466326	0.0219089871874701	0.0780921859772921
ASPA	0.219698248464493	5.19978761743124	5.25270161166219	0.0219127238204122	0.0780921859772921
PARD3B	-0.184110611132572	5.79848539487848	5.25221462578708	0.0219188570376053	0.0780963156045741
CSNK2A1	-0.117080415694434	6.86151203320519	5.2515809585766	0.0219268402568257	0.0780963156045741
PYCR3	0.300649437825352	4.75323542152963	5.25155952869721	0.0219271102925444	0.0780963156045741
THEM6	0.353265154408266	4.57493067017463	5.25091913937177	0.0219351813625366	0.0781093551051967
CSNK2A3	-0.410896372458024	4.41500392712458	5.2479932166533	0.0219720970441532	0.0782250819791036
FNDC3B	0.139053747071046	6.1045254647075	5.24592237452589	0.0219982632583298	0.0783000213240002
PDIA6	-0.120564790845359	7.36436832837193	5.24562782288331	0.0220019876992745	0.0783000213240002
MRRF	-0.147945113303343	5.97129614080519	5.24160294297144	0.0220529455467662	0.0784656029578791
OLAH	0.299145665004939	4.79290009402233	5.23940426442772	0.0220808339998811	0.0785490523811796
ZNF24	-0.124483849309196	6.71546164492904	5.2388603329	0.0220877389650771	0.0785578378613345
NCDN	0.273723383990117	4.8873278506484	5.23843304169208	0.0220931648027265	0.0785613601658084
INHBA	0.435507573054555	4.61268324600322	5.23800883203836	0.0220985528758935	0.0785647467960308
HGS	0.14371145224319	6.4333222884734	5.23763203720637	0.0221033398540469	0.0785659954836201
TPGS1	0.243414332374785	5.10592185149568	5.2369455272995	0.0221120643592904	0.0785812367439307
ZNF425	-0.26599966202486	4.90570424068778	5.23560942200203	0.0221290544708783	0.078625840077873
SSSCA1	-0.20729055091349	5.60178382134361	5.22993101777217	0.0222014129018318	0.0788635278307405
UNC5D	0.215381742095887	5.41854449804988	5.2296612781617	0.0222048562156675	0.0788635278307405
CXorf57	0.313469613048293	4.71113877845408	5.22770891652971	0.0222297952463609	0.0789362737376792
NR2F2	0.178649475170116	5.83741743003138	5.22713954130853	0.0222370737819387	0.0789462920075562
BMPR1B	0.127358469184783	7.18248091789008	5.22608637381848	0.0222505433219339	0.0789782812260707
MTRNR2L7	-0.31377836218139	4.89913725020086	5.22477434310713	0.0222673354315729	0.0790220487205007
BAIAP2	0.262955192496895	5.36053201196565	5.22281280398397	0.0222924648073814	0.0790953799415743
PGM3	-0.161847702780744	5.98746281569639	5.22170797144219	0.0223066318054799	0.0791297942196394
VPS13B	-0.172184350976363	5.93024147569248	5.20634050506317	0.0225046551690598	0.0798162699948712
TNS2	0.304078518748294	4.80403365542949	5.20555362721251	0.0225148436743407	0.0798364186506352
IGSF10	0.303595380555304	4.84475648509557	5.20358167959495	0.0225403974825519	0.0799110328684866
AIM2	-0.401175252641286	4.37639355050037	5.20233680438281	0.0225565448764521	0.0799522759359056
MTIF3	-0.132165979679044	6.58690990068627	5.20064371877709	0.0225785252894691	0.0800141736548772
ACSS2	0.28169334239971	4.89912110566042	5.19744965579804	0.0226200525332665	0.080143308329614
MRPL15	-0.250614052387576	5.16025082810444	5.19714525296371	0.0226240143206905	0.080143308329614
RAI14	0.300175294541983	4.93037927140834	5.19576623451809	0.0226419711853771	0.0801908805509698
KIF5B	-0.124164468972257	7.07857094245955	5.19464526039451	0.0226565788130813	0.0802057934062423
PEG10	-0.198839015871133	5.7140432309234	5.19455263433406	0.022657786277712	0.0802057934062423
ZNF287	-0.394174639220823	4.49332592167394	5.19440071438368	0.0226597668363164	0.0802057934062423
TMEM132B	0.291674096972273	4.86395921418789	5.19055045805027	0.0227100220161269	0.0803676143755522
ACTR2	-0.140920635265697	6.36695790634355	5.19011735159927	0.0227156823282986	0.0803715871751548
ASRGL1	0.192913967599638	5.61207465904143	5.18709106760429	0.0227552739643474	0.0804955886671701
PRPF40A	-0.104109930386598	7.09889769610529	5.18544414096965	0.0227768500757211	0.0805558243892118
DMAP1	0.152787258206835	5.88434790807578	5.18345646264117	0.0228029185586886	0.0806319212440591
NES	0.137846830355634	9.60995231265846	5.18077870795469	0.0228380863209571	0.0807401566700184
TTC4	-0.224330255681098	5.26778153893329	5.1791666450365	0.0228592851348531	0.0807989739190816
OR2B11	0.208118685185429	5.37702195129615	5.17699550144727	0.0228878681607599	0.0808838629017118
MVK	0.297566396802656	4.86216628041595	5.17663364806583	0.0228926355476237	0.0808845722759847
CHRNA7	0.224760725905513	5.33263547986543	5.17573691854051	0.0229044543176181	0.0809101904414942
PLBD1	-0.459443183023508	4.24550752273171	5.17408718930113	0.0229262140422276	0.0809634441873394
TBX6	0.367301174630267	4.51101481644697	5.17388900212012	0.0229288295479478	0.0809634441873394
ACAD8	-0.21039199721239	5.36379927890603	5.17300227607274	0.0229405355917638	0.0809634441873394
